population,RAYON,NOTE,geometry
500.0,Бостандыкский,Аль-Фараби пр.-  ул.Ходжанова,POINT (76.91083148141803 43.20503628048835)
456.0,Бостандыкский,ул.Жарокова- ул.Экспериментальная база- ул.Ходжанова- ул.Дунаевского,POINT (76.90743498550076 43.207361175803314)
30.0,Бостандыкский,ул.Жарокова- ПАРК ЮЖНЫЙ- ул.Экспериментальная база- ул.Ходжанова,POINT (76.90538138496872 43.2117649779922)
638.0,Бостандыкский,ул.СИ СИНХАЯ- ул.Экспериментальная база-ПАРК ЮЖНЫЙ- ул.Жарокова,POINT (76.9049010519804 43.21468552971884)
315.0,Бостандыкский,ул.Экспериментальная база- мкр.Ботанический сад,POINT (76.90909340527303 43.21464024642223)
341.0,Бостандыкский,ул.Экспериментальная база- ЦДС Атакент-мкр.Ботанический сад,POINT (76.9097048883826 43.217877468453004)
966.0,Алмалинский,ул.Гоголя - ул.Желтоксан - ул.Казыбек би - ул.Наурызбай батыра,POINT (76.93752527324641 43.25769279531708)
1217.0,Алмалинский,ул.Кабанбай батыра - ул.Желтоксан - ул.Шевченко - ул.Наурызбай батыра,POINT (76.93883866380203 43.247511519885656)
73.0,Медеуский,сад.тов.ЭНЦИКЛОПЕДИСТ- сад.тов.МЕХАНИЗАТОР,POINT (76.99727297086014 43.2546974738463)
294.0,Бостандыкский,ул.Экспериментальная база- ул.Ходжанова,POINT (76.9095077474219 43.21176731296737)
259.0,Алмалинский,ул.Макатаева,POINT (76.92176911190158 43.263922924225575)
182.0,Алмалинский,ул.Богенбай батыра - пр.Назарбаева - ул.Кабанбай батыра - ул.Байсеитовой,POINT (76.94524869051693 43.251392955004206)
43.0,Медеуский,сад.тов.МЕХАНИЗАТОР,POINT (76.99728582896651 43.25568154508259)
36.0,Медеуский,сад.тов.МЕХАНИЗАТОР,POINT (77.00141727961156 43.25512868723749)
932.0,Алмалинский,ул.Кабанбай батыра - Сейфуллина пр. - ул.Шевченко - ул.Масанчи,POINT (76.93179293771468 43.247073685591815)
28.0,Медеуский,сад.тов.МЕХАНИЗАТОР,POINT (77.00410719021488 43.2565912877117)
3.0,Медеуский,сад.тов.МЕХАНИЗАТОР,POINT (77.0074234723468 43.254917141166445)
87.0,Медеуский,сад.тов.КАЗВЗРЫВПРОМ,POINT (77.00275260760955 43.25213374228009)
25.0,Медеуский,сад.тов.ИНСТИТУТ ХИМИИ,POINT (77.00276398750158 43.25415871075624)
14.0,Медеуский,сад.тов.ИНСТИТУТ ХИМИИ,POINT (77.00476873105453 43.25466424204102)
19.0,Медеуский,сад.тов.САНТЕХНИК,POINT (77.0053472380488 43.2533944950725)
16.0,Медеуский,сад.тов.САНТЕХНИК,POINT (77.00683011975177 43.25276390529268)
1549.0,Алмалинский,ул.Джамбула - ул.Муканова - пр.Абая - ул.Байзакова,POINT (76.91498380638576 43.24334899537771)
801.0,Алмалинский,ул.Джамбула - ул.Байзакова - ул.Шевченко - ул.Манаса,POINT (76.91070059779565 43.24475435734854)
2.0,Медеуский,сад.тов.СЕРЕБРИСТЫЙ МАЯК- сад.тов.МЕЛИОРАТОР,POINT (77.01242925640211 43.25146986704727)
417.0,Алмалинский,ул.Толе би,POINT (76.89556429531146 43.25329087922916)
220.0,Алмалинский,ул.Ауэзова - ул.Толе би,POINT (76.89991423502447 43.25422663858823)
2590.0,Алмалинский,ул.Шевченко - ул.Наурызбай батыра - пр.Абая - Сейфуллина пр.,POINT (76.93576388822414 43.24366950977104)
49.0,Медеуский,сад.тов.ЭНЦИКЛОПЕДИСТ,POINT (77.00046180462677 43.25362367119451)
73.0,Медеуский,сад.тов.ЭНЦИКЛОПЕДИСТ,POINT (76.997840010675 43.25357915739161)
1228.0,Алмалинский,ул.Шевченко - ул.Масанчи - пр.Абая - ул.Байтурсынова,POINT (76.92877328393472 43.2431953307108)
143.0,Медеуский,ул.ШОКАЯ,POINT (76.99695064580658 43.252732351292686)
649.0,Алмалинский,ул.Шевченко - ул.Шарипова Ади - пр.Абая - ул.Муратбаева,POINT (76.92182555677726 43.24270473081388)
82.0,Медеуский,ул.ШОКАЯ,POINT (77.00085681084965 43.251578465138536)
2111.0,Алмалинский,ул. Кабанбай батыра - ул.Шарипова Ади - ул.Шевченко - ул.Муратбаева,POINT (76.92130763891771 43.246348106377475)
1015.0,Алмалинский,ул.Шевченко - ул.Чокина - пр.Абая - ул.Манаса,POINT (76.91001127749445 43.241946938594836)
7.0,Медеуский,сад.тов.ВЫМПЕЛ,POINT (77.00922022532386 43.25192887239455)
35.0,Медеуский,сад.тов.ВЫМПЕЛ,POINT (77.00700177090634 43.25100664399934)
12.0,Медеуский,сад.тов.ВЫМПЕЛ,POINT (77.00407171464377 43.25083637942299)
54.0,Медеуский,ул.ШОКАЯ,POINT (77.0032560475618 43.24926282814645)
94.0,Медеуский,сад.тов.ЭНЕРГЕТИК,POINT (77.00636686689349 43.24948922154741)
917.0,Алмалинский,ул.Шевченко - ул.Байзакова - пр.Абая - ул.Чокина,POINT (76.91292400522069 43.24226717073221)
14.0,Медеуский,сад.тов.ЭНЕРГЕТИК,POINT (77.0100775227621 43.24945218556955)
295.0,Алмалинский,ул.Розыбакиева - ул.Чокина,POINT (76.90771774946708 43.263693121005375)
2.0,Алмалинский,ул.Макатаева - ул.Байзакова - ул.Гоголя - ул.Нурмакова,POINT (76.90825845828746 43.25921996573954)
3.0,Медеуский,сад.тов.ГЕОЛОГИЧЕСКАЯ НАУКА,POINT (77.00847853536018 43.24708224608895)
25.0,Медеуский,сад.тов.КАЗАХФИЛЬМ,POINT (77.00589856435613 43.248105101393264)
30.0,Медеуский,сад.тов.ЖЕЛЕЗНОДОРОЖНИК,POINT (76.99191258158382 43.24846540995617)
1.0,Медеуский,сад.тов.МИЧУРИНЕЦ- ЮГ,POINT (76.99337298198235 43.25045659000836)
16.0,Медеуский,сад.тов.ЭКРАН- сад.тов.НАРХОЗ,POINT (76.99739920342485 43.23917579847608)
1.0,Медеуский,сад.тов.Кызыл ту,POINT (76.9990940155985 43.24146796161499)
37.0,Медеуский,сад.тов.Мебельщик,POINT (76.99891550954537 43.23867274800085)
12.0,Медеуский,сад.тов.АВРЗ,POINT (77.00557092539405 43.23796759503522)
44.0,Медеуский,сад.тов.КАЗАХФИЛЬМ,POINT (77.00571515985314 43.2466838259809)
65.0,Медеуский,сад.тов.ГОСКИНО,POINT (77.00651887340679 43.24539324572066)
3.0,Медеуский,сад.тов.ИНТЕРНАТ №4,POINT (76.99425819181579 43.24844855023859)
9.0,Медеуский,сад.тов.БОТАНИК- сад.тов.НИВА,POINT (76.99433253789869 43.245505445395295)
28.0,Медеуский,сад.тов.Луч,POINT (76.99301982837284 43.24100721318506)
2.0,Медеуский,сад.тов.Луч,POINT (76.99440923640984 43.23937180463975)
3.0,Медеуский,сад.тов.ШКОЛА№56,POINT (76.99626605105786 43.23938645623891)
7.0,Медеуский,сад.тов.ГЕОЛОГ- сад.тов.КЫЗЫЛ ТУ,POINT (77.00099559329 43.240415319590895)
25.0,Медеуский,сад.тов.Мебельщик,POINT (77.00122368570351 43.23819097516151)
4.0,Медеуский,сад.тов.ГЕОЛОГ,POINT (77.00315834854412 43.238855777873894)
28.0,Медеуский,сад.тов.ГЕОЛОГ,POINT (77.00368493730868 43.240835303026195)
37.0,Медеуский,сад.тов.СТАТИСТИК- сад.тов.ЮБИЛЕЙНОЕ,POINT (77.0100608477075 43.239412677935725)
30.0,Медеуский,сад.тов.МОЛОДОЙ САДОВОД,POINT (76.99999538615774 43.24754009602564)
6.0,Медеуский,сад.тов.ГОРФО,POINT (77.00262748387037 43.243771072909645)
4.0,Медеуский,сад.тов.ГЕОЛОГ,POINT (77.00487912084976 43.24285590475898)
26.0,Медеуский,сад.тов.Метролог- сад.тов.Верховный суд,POINT (77.00605900220135 43.243608801042626)
7.0,Медеуский,сад.тов.ФАБРИКАКНИГИ- сад.тов.ТРАНСПОРТНИК,POINT (77.01343307935038 43.24486763674904)
23.0,Медеуский,сад.тов.ТРАНСПОРТНИК,POINT (77.0103609957799 43.24356044086669)
2.0,Медеуский,сад.тов.ГОСПИТАЛЬ ИВОВ,POINT (77.01323793175354 43.240554601556575)
9.0,Медеуский,сад.тов.МИЧУРИНЕЦ- ЮГ,POINT (76.99278303823911 43.25196153208274)
6.0,Медеуский,сад.тов.АРО- 1,POINT (77.00752764824948 43.23810831097967)
27.0,Медеуский,сад.тов.АВРЗ,POINT (77.0065711771269 43.23948975218124)
11.0,Медеуский,сад.тов.МОЛОДОЙ САДОВОД,POINT (76.99970845627794 43.245718023048646)
1.0,Медеуский,сад.тов.МОЛОДОЙ САДОВОД,POINT (76.99799136293073 43.24306182090545)
11.0,Медеуский,сад.тов.МОЛОДОЙ САДОВОД,POINT (76.99954605415661 43.24412035763122)
66.0,Медеуский,сад.тов.ЗВЕЗДОЧКА- сад.тов.КЫЗЫЛ ТУ,POINT (77.00229169625536 43.24268243943064)
14.0,Медеуский,сад.тов.Здоровье,POINT (77.00237053283666 43.24529047129103)
20.0,Медеуский,сад.тов.ВИШНЯ,POINT (77.00975474079158 43.242310163567296)
31.0,Медеуский,сад.тов.КНМ,POINT (77.00797002657207 43.24425561510036)
4.0,Медеуский,сад.тов.КНМ,POINT (77.01178516000778 43.24577776871844)
88.0,Медеуский,сад.тов.АВРЗ- сад.тов.ГЕОЛОГ,POINT (77.00737728854408 43.24130202564589)
3.0,Медеуский,сад.тов.Монтажник,POINT (77.0186192033561 43.23987085816217)
22.0,Медеуский,сад.тов.РОДНИКИ,POINT (77.02689656054714 43.24036006993876)
10.0,Медеуский,сад.тов.РОДНИКИ,POINT (77.02864836464609 43.24432725508451)
3.0,Медеуский,сад.тов.РОДНИКИ,POINT (77.03194468664164 43.24189415390957)
24.0,Медеуский,сад.тов.МИЧУРИНЕЦ- ЮГ-сад.тов.БИОЛОГ,POINT (76.99466346498338 43.25253429723799)
12.0,Медеуский,сад.тов.Пенсионер-1,POINT (76.99684947333525 43.24546725920441)
51.0,Медеуский,сад.тов.Пенсионер-1,POINT (76.9976618684802 43.24722820547136)
8.0,Медеуский,сад.тов.БИОЛОГ,POINT (76.99552262606382 43.25131987579635)
29.0,Медеуский,сад.тов.ЗАРЯ(9- ДОМОУПРАВЛЕНИЕ),POINT (76.989470962267 43.2527455778018)
57.0,Медеуский,сад.тов.ДОШКОЛЬНИК- сад.тов.ПОДСНЕЖНИК,POINT (76.99004827278272 43.25669093330311)
35.0,Медеуский,сад.тов.ПОДСНЕЖНИК,POINT (76.99016709392903 43.25789754130041)
38.0,Медеуский,сад.тов.ПОДСНЕЖНИК,POINT (76.98851008762801 43.25853875501761)
37.0,Медеуский,сад.тов.ЗЕЛЕНСТРОЙ,POINT (76.9875968309667 43.26242494085382)
80.0,Медеуский,ул.ШОКАЯ,POINT (76.99137201949449 43.2611268659792)
82.0,Медеуский,ул.ШОКАЯ,POINT (76.99090592662763 43.263098562415635)
39.0,Медеуский,ул.ШОКАЯ,POINT (76.99018393912408 43.26441694491781)
101.0,Медеуский,ул.Айголек- ул.Шухова-Восточная объездная дорога,POINT (76.9845648607688 43.26653937002336)
181.0,Медеуский,ул.Шухова- ул.Айголек- р.Абылгазы(Солоновка)- ул.Орманова- Восточная объездная дорога,POINT (76.98284430813403 43.26580779459374)
190.0,Медеуский,ул.Орманова- ул.Либкнехта- ул.Апорт- ул.ОРМАНОВА,POINT (76.98068627045173 43.264636095216424)
138.0,Медеуский,сад.тов.ЗЕЛЕНСТРОЙ,POINT (76.98613008398458 43.26408100212682)
51.0,Медеуский,сад.тов.ЗЕЛЕНСТРОЙ,POINT (76.98539997953576 43.26171080778181)
18.0,Медеуский,сад.тов.МИЧУРИНЕЦ- СЕВЕР,POINT (76.99140087391456 43.25462900476753)
28.0,Медеуский,сад.тов.МИЧУРИНЕЦ- СЕВЕР,POINT (76.9924653347751 43.253572823380566)
31.0,Медеуский,сад.тов.ДОШКОЛЬНИК,POINT (76.98882703828143 43.254541402718054)
38.0,Медеуский,сад.тов.ГОРВОДОПРОВОД,POINT (76.98936910822509 43.261621122051956)
9.0,Медеуский,сад.тов.ГОРВОДОПРОВОД,POINT (76.98946800831321 43.26290631056826)
31.0,Медеуский,сад.тов.ТАУГУЛЬ,POINT (76.98702553382306 43.25918082319155)
15.0,Медеуский,сад.тов.ТАУГУЛЬ,POINT (76.98779082990048 43.26110025603983)
66.0,Медеуский,ул.ШОКАЯ,POINT (76.98877917382801 43.264156691366736)
81.0,Медеуский,ул.ШОКАЯ,POINT (76.98780844305566 43.26545707353062)
89.0,Медеуский,ул.ШОКАЯ- Восточная объездная дорога,POINT (76.98634098183832 43.266282985220144)
113.0,Медеуский,ул.ШИРОКАЯ- ул.Шухова- ул.Айголек-Восточная объездная дорога,POINT (76.9847713005977 43.26803836730085)
183.0,Медеуский,ул.ШИРОКАЯ- р.Абылгазы(Солоновка)- ул.Айголек- ул.Шухова,POINT (76.98165707850214 43.267569310360464)
346.0,Медеуский,ул.ЧЕКАЛИНА- ул.Иштван Коныра- ул.АМАНЖОЛОВА КАСЫМА- ул.ШАРИПОВА САБЫРА- ул.КАРИМБАЕВА-2-ул.КАРИМБАЕВА-,POINT (76.99553827069926 43.27430205820379)
125.0,Медеуский,ул.ШАРИПОВА САБЫРА- ул.АМАНЖОЛОВА КАСЫМА- ул.Иштван Коныра- ул.КЕНТАУСКАЯ,POINT (76.9975993487876 43.27303911284292)
83.0,Медеуский,ул.КАРИМБАЕВА- 2- ул.ШАРИПОВА САБЫРА,POINT (77.00017257365519 43.274441972653705)
156.0,Медеуский,ул.ШАРИПОВА САБЫРА- ул.Иштван Коныра,POINT (76.9999446671175 43.27173919545473)
18.0,Медеуский,ул.ШАРИПОВА САБЫРА,POINT (77.00397202047414 43.26831461880558)
228.0,Медеуский,ул.КОЙГЕЛДИ БАТЫРА(Кольсай)- ул.СУЛТАНГАЗИНА(Кольсай)- ул.ДАУИР(КОЛЬСАЙ),POINT (77.00042997281929 43.217394772206326)
241.0,Медеуский,ул.СУЛТАНГАЗИНА(Кольсай)- ул.КОЙГЕЛДИ БАТЫРА(Кольсай)- ул.ЯБЛОЧНАЯ(КОЛЬСАЙ),POINT (77.0033719671114 43.2141429316508)
3.0,Медеуский,мкр.Кольсай,POINT (76.99352965656692 43.21436011027503)
57.0,Медеуский,МТФ(Кольсай)- ПК Горный Гигант(Кольсай),POINT (76.99310419077719 43.20784518401769)
22.0,Медеуский,ПК Горный Гигант,POINT (76.99306044150684 43.23764387834126)
16.0,Медеуский,ПК Горный Гигант,POINT (76.9973333807506 43.23377391950143)
3.0,Медеуский,ПК Горный Гигант,POINT (77.00619713323177 43.23148711650581)
210.0,Медеуский,ул.СУЛТАНГАЗИНА(Кольсай)- ул.КОЙГЕЛДИ БАТЫРА(Кольсай)- ул.ДАУИР(КОЛЬСАЙ),POINT (76.99530306440111 43.22001465102302)
750.0,Медеуский,ул.ОНДАСЫНОВА- ул.КАЙСЕНОВА,POINT (76.98218022964794 43.211585319577466)
39.0,Медеуский,ул.ОНДАСЫНОВА- ул.КЕРЕЙ ЖАНИБЕК.ХАНДАР,POINT (76.98676730261835 43.19954811908998)
49.0,Турксибский,Закарпатская,POINT (77.00789621719322 43.3480487106311)
151.0,Турксибский,Рыбинский пер- Рыбинская- Абхазская,POINT (76.99787804329574 43.34852656221011)
106.0,Турксибский,ул.Абхазская- ул.Камышинская,POINT (76.99944152635265 43.351046740902746)
57.0,Бостандыкский,ул.ВИТЕБСКАЯ- пр.Аль-Фараби- ул.АБИШЕВА (Нур Алатау)- ул.БАЙДОСОВА (Нур Алатау),POINT (76.89374641504023 43.193483012426576)
346.0,Бостандыкский,мкр.Казахфильм- ул.Исеналиева- ул.Мартебе (Нур Алатау),POINT (76.90361948196663 43.1960504812675)
256.0,Турксибский,Рыбинская- пер.Рыбинский- Камышинская- Майлина,POINT (76.99851930587288 43.345758511686064)
147.0,Турксибский,Майлина- Камышинская-Тбилисская,POINT (77.00089996452914 43.34606717471434)
414.0,Турксибский,Огарева- Рокотова- Майлина,POINT (77.00350020487933 43.346861372530014)
15.0,Турксибский,Закарпатская- Майлина- Байрона,POINT (77.00583826340873 43.34787308714388)
165.0,Турксибский,ул.Абхазская- ул.Рыбинская,POINT (76.99776582097822 43.35094093965776)
86.0,Турксибский,ул.Асылбекова,POINT (76.99852936038768 43.35489457153241)
221.0,Бостандыкский,ул.КОНАЕВА АСКАРА (Нур Алатау)- ул.БАЙДОСОВА (Нур Алатау)- ул.ВИТЕБСКАЯ- ул.ТАУАСАРУЛЫ (мкр.Нур Алатау),POINT (76.89687254578907 43.19365382184024)
224.0,Алатауский,мкр.Шанырак-1- ул.КАРАТАУ- ул.КОБЫЛАНДЫ- ул.АЛПАМЫС,POINT (76.8578193431309 43.28751571766453)
498.0,Турксибский,илийский тракт,POINT (76.99776459809523 43.37142879222934)
3.0,Бостандыкский,ул.ВИТЕБСКАЯ- пр.Аль-Фараби,POINT (76.90130020599275 43.19791223581855)
260.0,Турксибский,Камышинская- Тбилисская-Саксаульная,POINT (77.00127735349174 43.35111582993545)
119.0,Турксибский,Тбилисская- Саксаул-Батумская-Байрона,POINT (77.00132937448532 43.34872584964478)
467.0,Бостандыкский,ул.Исеналиева- пр.Аль-Фараби- ул.ВОДОПРОВОДНАЯ мкр.Баганашыл- ул.СЫРГАБЕКОВА мкр.Баганашыл,POINT (76.91017724837437 43.19961148673079)
21.0,Бостандыкский,Аль-Фараби пр.,POINT (76.9337389687025 43.21200009130755)
1085.0,Жетысуский,мкр.Кокмайса,POINT (76.89882995828616 43.30279840262832)
383.0,Жетысуский,мкр.Кокмайса,POINT (76.89934654102163 43.3051513704583)
61.0,Алатауский,мкр.Бурундай,POINT (76.83745274133399 43.352450063806494)
58.0,Бостандыкский,ул.Байшешек,POINT (76.92265307091682 43.21010133408311)
22.0,Бостандыкский,Аль-Фараби пр.,POINT (76.92545921173227 43.20755528979636)
115.0,Турксибский,Бейбитшилик(Альмерек),POINT (77.00550230032646 43.37355266519589)
42.0,Бостандыкский,Аль-Фараби пр.-  ул.Байшешек,POINT (76.91762898985212 43.208248501384176)
141.0,Бостандыкский,ул.Байшешек- Аль-Фараби пр.,POINT (76.92162528838385 43.207389003826194)
137.0,Медеуский,мкр.Атырау,POINT (76.98898544469243 43.29516575588239)
105.0,Бостандыкский,ул.Арайлы (Ерменсай)- 3 пер.(Ерменсай)- 1 квартал Жасыл белес (Ерменсай),POINT (76.9295244507212 43.20494746694759)
124.0,Бостандыкский,ул.Арайлы (Ерменсай)- 2 пер.(Ерменсай),POINT (76.92589763866232 43.204423274884796)
89.0,Медеуский,мкр.Атырау,POINT (76.99073579320603 43.29363228493953)
216.0,Медеуский,мкр.Атырау,POINT (76.99423158856276 43.29452037555305)
27.0,Медеуский,мкр.Атырау,POINT (76.9853722753228 43.292317287032255)
1.0,Медеуский,мкр.Атырау,POINT (76.98569982942445 43.295078161388886)
161.0,Медеуский,мкр.Атырау,POINT (76.98231258144287 43.29482828789002)
140.0,Медеуский,мкр.Атырау,POINT (76.98113345977791 43.29318802116293)
19.0,Бостандыкский,ул.Арайлы(Ерменсай)- 4 переулок(Ерменсай)-сад.тов.КУРОРТНОЕ,POINT (76.93132872365423 43.202900164897414)
64.0,Медеуский,р.Малая Алматинка- ул.ТАИРОВА- ул.ЛИСАКОВСКАЯ-,POINT (76.97303075779836 43.29012306610726)
128.0,Медеуский,ул.ТАТИБЕКОВА- ул.ТЕКЕМЕТ,POINT (76.97902603462002 43.29090818470908)
143.0,Медеуский,сад.тов.ЖЕТЫСУ,POINT (76.99121175577154 43.29189174969363)
99.0,Турксибский,Шортанбай(Альмерек)- Акбидай(Альмерек)- Алтыбасар(Альмерек),POINT (77.00697786578793 43.374756550107946)
139.0,Медеуский,мкр.Атырау,POINT (76.98870928192939 43.29265896160516)
167.0,Медеуский,р.Малая Алматинка- Рыскулова пр.- ул. Лисаковская- ул. Сазановская,POINT (76.97594619402815 43.2927064628345)
209.0,Бостандыкский,сад.тов.Тан,POINT (76.9215358367475 43.2029354099666)
102.0,Бостандыкский,сад.тов.Достык,POINT (76.9184451357886 43.20141117835291)
553.0,Бостандыкский,ул.Санаторная мкр.Баганашыл- ул.Грушевая мкр.Баганашыл,POINT (76.91557703127337 43.200907205982745)
151.0,Бостандыкский,Аль-Фараби пр.-  ул.Санаторная (Баганашыл)- ул.Сыргабекова (Баганашыл)- ул.Строительная (Баганашыл),POINT (76.91264720493028 43.201534383824225)
103.0,Медеуский,р.Малая Алматинка- ул.ЛИСАКОВСКАЯ- ул.САЗАНОВСКАЯ,POINT (76.97428639065437 43.290993489677504)
181.0,Медеуский,ул.ЛИСАКОВСКАЯ- ул.БЕИМБЕТОВА- ул.САЗАНОВСКАЯ,POINT (76.97415886468556 43.28945454599958)
139.0,Медеуский,ул.ТАТИБЕКОВА- ул.ТЕКЕМЕТ- ул.ЭКОБАСТУЗСКАЯ,POINT (76.97792851809486 43.28970838444031)
153.0,Бостандыкский,5 улица(Ерменсай)- 7 переулок(Ерменсай)- ул.Арайлы(Ерменсай)- 4 улица(Ерменсай),POINT (76.92671249154868 43.19434150748405)
9.0,Бостандыкский,сад.тов.Ремизовка,POINT (76.93683845702117 43.19007813224949)
137.0,Бостандыкский,ул.ЖАНГИР ХАНА(Ерменсай)- ул.ТОРАНГЫ(Ерменсай)- ул.ПАЛЬГОВА(Ерменсай),POINT (76.92397526710933 43.186718236141765)
170.0,Медеуский,ул.САЗАНОВСКАЯ- ул.ЭКИБАСТУЗСКАЯ.ул.ТАТИБЕКОВА-,POINT (76.97657770163163 43.29049542925675)
259.0,Турксибский,ул.Ардакты(Альмерек)- ул.Кок бори(Альмерек),POINT (77.0096421221549 43.37705381681967)
216.0,Медеуский,ул.САЗАНОВСКАЯ- ул.ТАТИБЕКОВА-,POINT (76.97833235567506 43.29231713520198)
333.0,Турксибский,ул.Акбидай(Альмерек)- ул.Бейбитшилик(Альмерек) ул.Шортанбай(Альмерек)- ул.Жас Даурен,POINT (77.00600692997838 43.37647800131449)
15.0,Медеуский,Рыскулова пр.- ул. Волочаевская- ул. Лисаковская- ул. Сазановская,POINT (76.97921390562728 43.2947090490415)
456.0,Турксибский,"Шортанбай жирау(Альмерек),Жас Даурен(Альмерек),Ардакты(Альмерек)",POINT (77.00603538938815 43.37896953033694)
234.0,Медеуский,ул.КАБИЛОВА- ул.БЕИМБЕТОВА- ул.САРБАЙСКАЯ- ул.ТЕМИРТАУСКАЯ,POINT (76.98059862846827 43.287170282947635)
276.0,Турксибский,ул.Астана(Альмерек)- ул.Кутты билик(Альмерек),POINT (77.01021862521797 43.381640202337394)
107.0,Медеуский,ул.КАБИЛОВА- ул.ГУРИЛЕВА-р.Жарбулак (Казачка),POINT (76.98261615340216 43.29009233260489)
196.0,Медеуский,ул.ТАТИБЕКОВА- ул.ТЕКЕМЕТ- ул.КАБИЛОВА,POINT (76.98040632635204 43.2919208957427)
153.0,Бостандыкский,сад.тов.Мамыр,POINT (76.91777996138873 43.197127032330336)
2213.0,Бостандыкский,ул.Исеналиева- мкр.Казахфильм- ул.СЫРГАБЕКОВА мкр.Баганашыл,POINT (76.90917309567413 43.197424443163186)
76.0,Наурызбайский,сад.тов.Шетен,POINT (76.82424741862252 43.1645476823683)
612.0,Бостандыкский,ул.КОНАЕВА АСКАРА (Нур Алатау)- пр.Аль-Фараби- ул.ВИТЕБСКАЯ- ул.Мартебе (Нур Алатау),POINT (76.89857694708449 43.19564100283579)
166.0,Бостандыкский,ул.БАЙДОСОВА (Нур Алатау)- ул.АБИШЕВА (Нур Алатау)- ул.КОКСАРАЙ (мкр.Нур Алатау)- ул.КОЖАКЕЕВА мкр.НУР АЛАТАУ,POINT (76.89366841669236 43.19129151547897)
219.0,Бостандыкский,ул.БАЙДОСОВА (Нур Алатау)- ул.ТАУАСАРУЛЫ (Нур Алатау)- ул.КОКСАРАЙ (мкр.Нур Алатау)- ул.АБИШЕВА мкр.НУР АЛАТАУ,POINT (76.89584086622428 43.19139755807267)
95.0,Бостандыкский,ул.МОЛОДЕЖНАЯ мкр.Баганашыл- ул.ПОДГОРНАЯ мкр.Баганашыл-сад.тов.АЛМА-3- ул.РАХМАДИЕВА (Нур Алатау),POINT (76.91201327373913 43.19421964939619)
71.0,Бостандыкский,ул.РАХМАДИЕВА (Нур Алатау)- ул.АЛМАЛЫ БАК (Нур Алатау)-ПК БАК АЛМА,POINT (76.91063185347906 43.192143707454655)
42.0,Наурызбайский,мкр.Тастыбулак- сад.тов.Аксайский медик,POINT (76.81054910570177 43.1680907367151)
198.0,Бостандыкский,ул.БАЙДОСОВА (Нур Алатау)- ул.КОНАЕВА АСКАРА (Нур Алатау)- ул.КОКСАРАЙ (мкр.Нур Алатау)- ул.ТАУАСАРУЛЫ мкр.НУР АЛАТАУ,POINT (76.89788876460521 43.191533671840844)
222.0,Бостандыкский,ул.СЫРГАБЕКОВА мкр.Баганашыл- ул.ПОДГОРНАЯ мкр.Баганашыл- ул.ВОСТОЧНАЯ мкр.Баганашыл-сад.тов.АЛАТАУ-2,POINT (76.9138690335569 43.19601235580294)
224.0,Бостандыкский,ул.Алмалы мкр.Баганашыл- сад.тов.Аалатау-2- ул.Колсай (Ерменсай),POINT (76.91787764885132 43.1936496990419)
121.0,Турксибский,Кок бори (Альмерек)- Уйенки(Альмерек),POINT (77.00983786996002 43.379377317238564)
81.0,Турксибский,Шортанбай Жирау(Альмерек),POINT (77.0064129986663 43.38152423868374)
224.0,Медеуский,ул.ПОГОДИНА- ул.БЕИМБЕТОВА- ул.КАБИЛОВА,POINT (76.97873400279788 43.287933829952195)
152.0,Медеуский,ул.КАБИЛОВА- ул.ТЕМИРТАУСКАЯ- ул.САРБАЙСКАЯ- ул.ГУРИЛЕВА,POINT (76.98105450008421 43.288809333693294)
365.0,Медеуский,р.Малая Алматинка- ул.МЕНДЕЛЕЕВА- ул.САЗАНОВСКАЯ- ул.Халлиулина-,POINT (76.97122804886739 43.28651468420325)
793.0,Турксибский,пр.Суюнбая,POINT (77.00383245048074 43.38875411109997)
250.0,Медеуский,ул.ПОГОДИНА- ул.Халлиулина- ул.ГУРИЛЕВА.ул.БЕИМБЕТОВА,POINT (76.97833987492592 43.28586035762285)
558.0,Турксибский,Дегдар- Булавина- Туркестанская,POINT (76.98574604610933 43.390974421619774)
12.0,Турксибский,красногорская,POINT (76.9872153571044 43.3869344496885)
211.0,Медеуский,р.Жарбулак (Казачка)- ул.Шухова- Восточная объездная дорога- ул.Иштван Коныра,POINT (76.9825428694181 43.2787789744263)
3240.0,Турксибский,красногорская,POINT (76.99271464318073 43.385716356734854)
149.0,Медеуский,р.АБЫЛГАЗЫ- пер.ПОЛЕВОЙ-  ул.Таллинская-Восточная объездная дорога-пер.КУРДАЙСКИЙ,POINT (76.981957249573 43.27534265402842)
230.0,Медеуский,р.Малая Алматинка- ул.ХАЛЛИУЛИНА- ул.САЗАНОВСКАЯ- ул.БЕИМБЕТОВА- ул.ЛИСАКОВСКАЯ,POINT (76.97274703843405 43.28809419812072)
135.0,Турксибский,"Шортанбай жырау(Альмерек), Касымхана(Альмерек),Астана(Альмерек)",POINT (77.00909358948155 43.38323442802541)
79.0,Турксибский,Шортанбай жирау(Альмерек)- Мангилик ел(Альмерек),POINT (77.00598940742375 43.38586933102864)
169.0,Медеуский,ул.САЗАНОВСКАЯ.ул.Халлиулина.ул.ПОГОДИНА- УЛБЕИМБЕТОВА,POINT (76.97549322057333 43.286881858535175)
421.0,Турксибский,илийский тракт- Покровская,POINT (77.0005049985884 43.38140190037929)
941.0,Турксибский,Красногорская,POINT (76.99803576576876 43.39137278030987)
